"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"9H3UTIQF","book","1720","Bodenehr, Gabriel","Marseille oder Marsilien","","","","","","","1720","2019-02-13 17:27:35","2019-02-13 17:29:10","","","1 Karte","","","","","","","","","","G. Bodenehr Excudit","[Augsburg]","","","","","","","","","<p>Bergstriche. - Windrose</p>; <p>Bergstriche. - Windrose</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Maßstab in grafischer Form (Toises). - Ohne Kartennetz und Randgraduierung</p>; <p>Maßstab in grafischer Form (Toises). - Ohne Kartennetz und Randgraduierung</p>; <p>Mit Erläuterungen links und rechts auf dem Kartenrand</p>; <p>Mit Erläuterungen links und rechts auf dem Kartenrand</p>; <p>Oben rechts: &quot;102&quot;</p>; <p>Oben rechts: &quot;102&quot;</p>; <p>Titel oben Mitte</p>; <p>Titel oben Mitte</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCKV9NQF","book","1720","Bodenehr, Gabriel","Lyon","","","","","","","1720","2019-02-13 17:27:36","2019-02-13 17:29:09","","","1 Karte","","","","","","","","","","[Gabriel Bodenehr]","[Augsburg]","","","","","","","","","<p>Bergstriche</p>; <p>Bergstriche</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Mit Erläuterungen links und rechts auf dem Kartenrand</p>; <p>Mit Erläuterungen links und rechts auf dem Kartenrand</p>; <p>Oben rechts: &quot;99.&quot;</p>; <p>Oben rechts: &quot;99.&quot;</p>; <p>Ohne Kartennetz und Randgraduierung</p>; <p>Ohne Kartennetz und Randgraduierung</p>; <p>Titelkartusche oben Mitte</p>; <p>Titelkartusche oben Mitte</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGMADDLF","book","1720","Bodenehr, Gabriel","Fontarabia : ein fester Spa[n]ischer Seehafen an dem Ocea[n]ischen Meer, in Bascayen an den Fluss Bidasoa, welcher die so genante Fasanen Insul machet, so weder den Spanier noch denen Fra[n]zosen gehöret, worauf Ao. 1659. der Pyrenäische Frieden geschlossen worden ...","","","","","","","1720","2019-02-13 17:27:36","2019-02-13 17:29:08","","","1 Karte","","","","","","","","","","[Gabriel Bodenehr]","[Augsburg]","","","","","","","","","<p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Oben rechts: &quot;63&quot;</p>; <p>Oben rechts: &quot;63&quot;</p>; <p>Ohne Kartennetz und Randgraduierung</p>; <p>Ohne Kartennetz und Randgraduierung</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BWQABM5D","book","1720","Bodenehr, Gabriel","Ferrara","","","","","","","1720","2019-02-13 17:27:36","2019-02-13 17:29:07","","","1 Vogelschaubild","","","","","","","","","","[Gabriel Bodenehr]","Augspurg","","","","","","","","","<p>&quot;Cum Gratia et Privil: Sac: Cæs: Maies:</p>; <p>&quot;Cum Gratia et Privil: Sac: Cæs: Maies:</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Mit Erläuterungen links und rechts auf dem Kartenrand</p>; <p>Mit Erläuterungen links und rechts auf dem Kartenrand</p>; <p>Oben rechts: &quot;61.&quot;</p>; <p>Oben rechts: &quot;61.&quot;</p>; <p>Ohne Kartennetz und Randgraduierung</p>; <p>Ohne Kartennetz und Randgraduierung</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6G9GVFNV","book","1720","Bodenehr, Gabriel","Die Rheede oder Anfahrth von Toulon","","","","","","","1720","2019-02-13 17:27:33","2019-02-13 17:29:06","","","1 Karte","","","","","","","","","","G. Bodenehr Exc:","[Augsburg]","","","","","","","","","<p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Maßstab in grafischer Form (Frantzösische Meÿle). - Ohne Kartennetz und Randgraduierung</p>; <p>Maßstab in grafischer Form (Frantzösische Meÿle). - Ohne Kartennetz und Randgraduierung</p>; <p>Mit Windrose. - Bergzeichnung</p>; <p>Mit Windrose. - Bergzeichnung</p>; <p>Oben rechts: &quot;177.&quot;</p>; <p>Oben rechts: &quot;177.&quot;</p>; <p>Titel oben</p>; <p>Titel oben</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U5TI8VHB","book","1720","Bodenehr, Gabriel","Die Tyrolische Handels-Stadt Botzen","","","","","","","1720","2019-02-13 17:27:31","2019-02-13 17:29:06","","","1 Vogelschaubild","","","","","","","","","","[Gabriel Bodenehr]","[Augsburg]","","","","","","","","","<p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Mit Erläuterungen links und rechts neben dem Bild</p>; <p>Mit Erläuterungen links und rechts neben dem Bild</p>; <p>Oben rechts: &quot;23&quot;</p>; <p>Oben rechts: &quot;23&quot;</p>; <p>Ohne Kartennetz und Randgraduierung</p>; <p>Ohne Kartennetz und Randgraduierung</p>; <p>Titel oben Mitte. - Leerkartusche oben links</p>; <p>Titel oben Mitte. - Leerkartusche oben links</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7RTSIQQB","book","1720","Bodenehr, Gabriel","Das Durch Göttlichen Beÿstand Glücklich Entsetzte Turin Ao. 1706 d: 7 Sept.","","","","","","","1720","2019-02-13 17:27:32","2019-02-13 17:29:05","","","1 Karte","","","","","","","","","","[Gabriel Bodenehr]","Augspurg","","","","","","","","","<p>E oben. - Maßstab in grafischer Form (Thoises, Gemeine Meÿlænder Elen). - Ohne Kartennetz und Randgraduierung</p>; <p>E oben. - Maßstab in grafischer Form (Thoises, Gemeine Meÿlænder Elen). - Ohne Kartennetz und Randgraduierung</p>; <p>Erläuterungungen links und rechts auf dem Kartenrand</p>; <p>Erläuterungungen links und rechts auf dem Kartenrand</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Mit Windrose. - Bergstriche</p>; <p>Mit Windrose. - Bergstriche</p>; <p>Oben rechts: &quot;181.&quot;</p>; <p>Oben rechts: &quot;181.&quot;</p>; <p>Titel- und Verlegerkartusche unten links</p>; <p>Titel- und Verlegerkartusche unten links</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQ5YM8R3","book","1720","Bodenehr, Gabriel","Das Castell oder Die Cittadell zu Meÿland durch die Kaÿserl: und der Hohen Allÿrten Gloriose Waffen an gegriffen und glücklich erobert Ao. 1707","","","","","","","1720","2019-02-13 17:27:35","2019-02-13 17:29:04","","","1 Karte","","","","","","","","","","[Gabriel Bodenehr]","[Augsburg]","","","","","","","","","<p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Maßstab in grafischer Form (Pie di Mille). - Ohne Kartennetz und Randgraduierung</p>; <p>Maßstab in grafischer Form (Pie di Mille). - Ohne Kartennetz und Randgraduierung</p>; <p>Oben rechts: &quot;114.&quot;</p>; <p>Oben rechts: &quot;114.&quot;</p>; <p>Titel oben</p>; <p>Titel oben</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84TS66ZJ","book","1720","Bodenehr, Gabriel","Copenhagen","","","","","","","1720","2019-02-13 17:27:36","2019-02-13 17:29:02","","","1 Vogelschaubild","","","","","","","","","","[Gabriel Bodenehr]","Augspurg","","","","","","","","","<p>&quot;Cum Gratia et Privilegio Sac: Cæs: Maj:</p>; <p>&quot;Cum Gratia et Privilegio Sac: Cæs: Maj:</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Mit Erläuterungen links und rechts auf dem Kartenrand</p>; <p>Mit Erläuterungen links und rechts auf dem Kartenrand</p>; <p>Mit Windrose</p>; <p>Mit Windrose</p>; <p>Oben rechts: &quot;44.&quot;</p>; <p>Oben rechts: &quot;44.&quot;</p>; <p>SE oben. - Ohne Kartennetz und Randgraduierung</p>; <p>SE oben. - Ohne Kartennetz und Randgraduierung</p>; <p>Titelkartusche mit Wappen oben rechts</p>; <p>Titelkartusche mit Wappen oben rechts</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DMWXF49L","book","1720","Bodenehr, Gabriel","Befort Im Elsas und Zwar im Sundgaw gelegen","","","","","","","1720","2019-02-13 17:27:31","2019-02-13 17:28:59","","","1 Karte","","","","","","","","","","G. Bodenehr Exc:","[Augsburg]","","","","","","","","","<p>Bergstriche. - Randüberzeichnung</p>; <p>Bergstriche. - Randüberzeichnung</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Erschienen in: Bodenehr, Gabriel: Force D&apos;Europe, oder Die Merckwürdigst- und Fürnehmste, meistentheils auch Ihrer Fortification wegen Berühmteste, Stætte, Vestungen, Seehæfen ... in Europa ... - Augsburg : Bodenehr, [circa 1720]</p>; <p>Maßstab in grafischer Form (Thoises). - Ohne Kartennetz und Randgraduierung</p>; <p>Maßstab in grafischer Form (Thoises). - Ohne Kartennetz und Randgraduierung</p>; <p>Mit Erläuterungen links und rechts auf dem Kartenrand</p>; <p>Mit Erläuterungen links und rechts auf dem Kartenrand</p>; <p>Oben rechts: &quot;16.&quot;</p>; <p>Oben rechts: &quot;16.&quot;</p>; <p>Titelkartusche oben links. - Maßstabskartusche oben rechts</p>; <p>Titelkartusche oben links. - Maßstabskartusche oben rechts</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RIK4455Y","book","","","Atlas Ost- und Südosteuropa : aktuelle Karten zu Ökologie, Bevölkerung und Wirtschaft = Atlas of Eastern and Southeastern Europe","","","","","","","","2019-02-13 17:28:03","2019-02-13 17:28:03","","","","","","","","","","","","","Borntraeger","Berlin [u.a.]","","","","","","","","","","","","Osteuropa / Südosteuropa","","Jordan, Peter [Red.]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N7UFJ2UD","book","","","Internationale Quartär-Karte von Europa : Topographie nach der Karte 1:2500000 der Akademie der Wissenschaften in Moskau = International quaternary map of Europe","","","","","","","","2019-02-13 17:28:03","2019-02-13 17:28:03","","","versch. Gr.","","","","","","","","","","Bundesanstalt für Geowissenschaften und Rohstoffe","Hannover","","","","","","","","","<p>Legende dt., teilw. engl., teilw. franz., teilw. russ.</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LQIB6Y3","book","","","Bibliographie de cartographie ecclésiastique","","","","","","","","2019-02-13 17:28:03","2019-02-13 17:28:03","","","","","","","","","","","","","Brill","Leiden","","","","","","","","","","","","Mitteleuropa / Kirchengeschichte / Karte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GSXVAYE5","book","","","International geological map of Europe and the Mediterranean region","","","","","","","","2019-02-13 17:28:03","2019-02-13 17:28:03","","","","","","","","","","","","","Bundesanstalt für Bodenforschung","Hannover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KCKLK9LD","book","","","Topogr[aphische] Specialkarte von Mittel-Europa","","","","","","","","2019-02-13 17:28:02","2019-02-13 17:28:02","","","","","","","","","","","","","Preußen. Landesaufnahme","[Berlin]","","","","","","","","","","","","Mitteleuropa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K5P7RE7I","book","","","Karte der natürlichen Vegetation Europas = Map of the natural vegetation of Europe : Maßstab 1:2 500 000","","","","","","","","2019-02-13 17:28:02","2019-02-13 17:28:02","","","","","","","","","","","","","Deutschland. Bundesamt für Naturschutz","Bonn","","","","","","","","","<p>Text dt. und engl.</p>","","","Europa / Natürliche Vegetation","","Bohn, Udo","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4MEQV5XD","book","","Reymann, Gottlob Daniel","G. D. Reymanns Topographische Specialkarte von Central-Europa : (ganz Deutschland, Ost-Frankreich, Belgien, Holland, Schweiz und Polen)","","","","","","","","2019-02-13 17:28:02","2019-02-13 17:28:02","","","","","","","","","","","","","Flemming","Glogau","","","","","","","","","<p>[In 405 Blättern]</p>","","","Mitteleuropa","","Oesfeld, Karl Wilhelm von&datl=1781-1843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX2ERZL9","book","","","Karte der natürlichen Vegetation Europas = Map of the natural vegetation of Europe","","","","","","","","2019-02-13 17:28:02","2019-02-13 17:28:02","","","","","","","","","","","","","Bundesamt für Naturschutz","Bonn","","","","","","","","","","","","Europa / Natürliche Vegetation","","Bohn, Udo [Bearb.]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JBIDX9A3","book","","","Karte des westlichen Russlands","","","","","","","","2019-02-13 17:28:02","2019-02-13 17:28:02","","","467 Blätter","","","","","","","","","","Preußen. Landesaufnahme","[Berlin]","","","","","","","","","","","","Osteuropa / Kartenwerk / Topografie","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AKD5DEWT","book","","","Übersichtskarte von Mitteleuropa","","","","","","","","2019-02-13 17:28:01","2019-02-13 17:28:01","","","","","","","","","","","","","Preußen. Landesaufnahme","[Berlin]","","","","","","","","","<p>Teilw. hrsg. v. der Preußischen LandesaufnahmeHeereskarte</p>","","","Mitteleuropa","","","","","","","","","","","","","","","","","","","","","Behelfsmäßige Ausg.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVE9DRXZ","book","","","Carte métallogénique de lEurope : 1:2 500 000 ; Liste des gites minéraux ; Feuille","","","","","","","","2019-02-13 17:28:01","2019-02-13 17:28:01","","","","","","","","","","","","","","[Paris]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4IVHBJJT","book","","","Topograph[ische] Spezialkarte von Mittel-Europa","","","","","","","","2019-02-13 17:28:01","2019-02-13 17:28:01","","","","","","","","","","","","","","[S.l.]","","","","","","","","","","","","Mitteleuropa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PTSZUDYX","book","","","Carte métallogénique de lEurope","","","","","","","","2019-02-13 17:28:01","2019-02-13 17:28:01","","","","","","","","","","","","","Unesco","[Paris]","","","","","","","","","","","","","","Laffitte, Pierre","","","","","","","","","","","","","","","","","","","1. ́ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84WXKC3G","book","1654","","[Sammlung von Landkarten] : [Osmanisches Reich, Asien, Afrika] : Estats De LEmpire Dv Grand Seignevr des Tvrqs ou Svltan des Ottomans En Asie, en Afriqve, et en Evrope : Avec Privilege pour vintg [sic!] ans","","","","","","","1654","2019-02-13 17:28:00","2019-02-13 17:28:00","","","1 Kt.","","Kt. 1. Estats De LEmpire Dv Grand Seignevr des Tvrqs ou Svltan des Ottomans En Asie, en Afriqve, et en Evrope : Avec Privilege pour vintg [sic!] ans","","","","","","","","Chez lAutheur","Paris","","","","","","","","","<p>Titel- und Maßstabskartusche geschmückt oben rechts. - Wappen oben rechts. - Maßstab in graph. Form (Lieues Com. Franc., Mille pas Geometr.). - Mit 1 Anschlußkt.Sammlung von 93 gefalteten und in einem Bd. zsgebundenen Einzelkarten. - Mit handschriftl. alphabetischem Register</p>","","","Osmanisches Reich / Altkarte","","Sanson, Nicolas&datl=1600-1667 [Kartogr.]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JUSALWS7","book","1675","","[Sammlung von Landkarten] : [Osmanisches Reich, Asien, Afrika] : Estats de lEmpire du Grand Seigneur des Turcs en Europe, en Asie, et en Afrique : divisé en touts ses Beglerbeglicz, ou Gouvernements, ou sont aussi remarqués les Estats qui luy sont tributaires ; dressé sur les plus nouvelles relations","","","","","","","1675","2019-02-13 17:28:00","2019-02-13 17:28:00","","","1 Kt.","","Kt. 2. Estats de lEmpire du Grand Seigneur des Turcs en Europe, en Asie, et en Afrique : divisé en touts ses Beglerbeglicz, ou Gouvernements, ou sont aussi remarqués les Estats qui luy sont tributaires ; dressé sur les plus nouvelles relations","","","","","","","","H. Iaillot","Paris","","","","","","","","","<p>Aus: Atlas nouveau : contenant toutes les parties du monde / Hubert Iaillot ; 103Mit einer Nebenkt. (Maghreb). - Maßstab in graph. FormSammlung von 93 gefalteten und in einem Bd. zsgebundenen Einzelkarten. - Mit handschriftl. alphabetischem Register</p>","","","Osmanisches Reich / Altkarte / Mittelmeerraum / Naher Osten","","Sanson, Guillaume&datl=1633-1703 [Kartogr.]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EM2IU7FM","book","","","Routes Des Postes Et Des Voitures Pour Les Marchandises Et Pour Les Voyages Par LEmpire Dans Les Principaux Etats De LEurope","","","","","","","[Mitte 18. Jahrhundert]","2019-02-13 17:27:59","2020-01-28 14:05:38","","","1 Karte","","","","","","","","","","Chez Regner & Iosué Ottens Geographes","A Amsterdam","","","","","","","","","<p>9 Maßstabsleisten (Lieues Communes dAllemagne, Lieues Communes de France, Lieues de Hongrie, Lieues de Suisse, Lieues des Pays-Bas, Lieues du Palatinat, Lieues de Hesse, Lieues de Souabe, Lieues de Baviere)</p>","","","Deutschland / Postroute; Postal routes","","Ottens, Jan [Stecher], Josua&datl=1704-1765 ; Ottens, Reinier&datl=1729-1793 ; Stemmers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L8RRHR6S","book","1700","","Atlas Ianss[onii] Renovatus : Nova Totius Geographica Telluris Projectio : cum Privilegio","","","","","","","1700","2019-02-13 17:27:59","2020-01-28 13:51:27","","","61, 58, 67, 51 Seiten, 94 ungezählte Seiten Bildtafeln","","Pars I. Nova Totius Geographica Telluris Projectio : cum Privilegio","","","","","","","","Edita Per Gerardum Valk","Amstelodami","","","","","","","","","<p>Koloriertes TitelkupferMaßstab in graphischer Form (Milliaria Germanica Communia)Die Bildtafeln sind ausschließlich KartenDescriptio Scandiæ / autore Andrea Buræo, SuecoChersonesus Taurica, et Tartaria Præcpensis, Vel CrimeaPolonia / Aucotre Salomone Neugebauero</p>","","","Holy Roman Empire; Maps; Skandinavien / Osteuropa / Russland. Europäischer Teil","","Jansson, Salomon [Verfasser], Jan&datl=1588-1664 [Kartograf$4] ; Sanson, Nicolas&datl=1600-1667 [Kartograf$4] ; Valck, Gerard&datl=1651-1726 [Herausgeber] ; Bure, Anders&datl=1571-1646 [Verfasser] ; Neugebauer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GYKZ6LPU","book","1726","","[Sammlung von Landkarten] : [Osmanisches Reich, Asien, Afrika] : Partie Du Gange Où Sont Les Etablissements du commerce des Nations de lEurope dans les Indes orientales","","","","","","","1726","2019-02-13 17:27:58","2019-02-13 17:27:58","","","1 Vogelschaubild","","Kt. 52. Partie Du Gange Où Sont Les Etablissements du commerce des Nations de lEurope dans les Indes orientales","","","","","","","","Eugene Henrÿ Fricx","Bruxelles","","","","","","","","","<p>W oben, Norden rechts. - Maßstab in graph. Form (Milles dAngleterre, dAllemagne)Sammlung von 93 gefalteten und in einem Bd. zsgebundenen Einzelkarten. - Mit handschriftl. alphabetischem Register</p>","","","Ort / Altkarte; Vogelschaubild / Ganges / Hydrologie / Hugli","","Cobbé, Eugène H.&datl=1644-1730 [Kartogr.], Jacques-André&datl=1682-1724 [Begr.] ; Ricquier, ... [Mitarb.] ; Harrewijn, François&datl=1700-1764 [Stecher] ; Fricx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6G8VVGIE","book","1771","Jefferys, Thomas&datl=1719-1771 [Kartograf]","A New & Correct Chart of Europe","","","","","","Titelkartusche in Form eines teilweise überwucherten Meilensteins","1771","2019-02-13 17:27:57","2019-02-13 17:27:57","","","1 Karte","","","","","","","","","","","[London]","","","","","","","","","<p>Titelkartusche unten rechtsNullmeridian: Ferro</p>","","","Europa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38C22FCK","book","1782","Lotter, Matthäus Albrecht,","Mappemonde Ou Carte Générale De LUnivers : Sur Une Projection Nouvelle DUne Sphère Ovale Pour Mieux Entendre Les Distances Entre LEurope Et Amerique ; Avec Le Tour Du Monde Du Lieut. Cook et Tous Les Découvertes Nouvelles","","","","","","","1782","2019-02-13 17:27:57","2019-02-13 17:27:57","","","1 Kt.","","","","","","","","","","","Augsbourg","","","","","","","","","","","","Weltkarte","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MPQR4878","book","1750","","Havre De Grace : Cette Ville est une des plus forts de lEurope et son Port un des plus fameux ...","","","","","","","1750","2019-02-13 17:27:57","2019-02-13 17:27:57","","","1 Kt.","","","","","","","","","","","[S.l.]","","","","","","","","","<p>Maßstab in graph. Form (Toises)</p>","","","Le Havre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I4K8835F","book","1789","","Voyage du jeune Anacharsis en Grèce, dans le milieu du quatrième siècle avant lère vulgaire : Recueil de cartes géographiques, plans, vues et médailles de lancienne Grèce, relatifs au Voyage du jeune Anacharsis","","","","","","","1789","2019-02-13 17:27:57","2019-02-13 17:27:57","","","XXXIV S., [31] Bl.","","","","","","","","","","Journal Général de lEurope","Herve","","","","","","","","","","","","Altertum / Kupferstich / Historische Karte / Archäologische Stätte; Griechenland","","Barbié du Bocage, Jean Jacques&datl=1716-1795, Jean Denis&datl=1760-1825 [Bearb.] ; Barthélemy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RBBYJU9Q","book","1797","","Das Deutsche Reich : nach den Neuesten Handbüchern der Geographie und den vorzüglichsten Special-Karten bearbeitet","","","","","","","1797","2019-02-13 17:27:15","2019-02-13 17:27:15","","","1 Kt.","","","","","","","","","","","Nürnberg","","","","","","","","","<p>IMD-Felder maschinell generiert</p>; <p>Nullmeridian Ferro: E 019 00 -E 038 00 /N 054 50 -N 045 00</p>; <p>Titelkartusche links oben. - Erklärungskartusche links unten</p>","","","","","Schneider, Adam Gottlieb; Weigel, Christoff","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
